Geography,BusinessLine,Account,SubCategory,Period,Value
AFR,Hybrid Cloud Infra,SIEMENS ENERGY,Subco Direct,001.2024,3.169353168
AFR,Hybrid Cloud Infra,SIEMENS ENERGY,Subco Direct External,001.2024,3.169353168
AFR,Hybrid Cloud Infra,SIEMENS ENERGY,Outsourced Services Direct,001.2024,-8.83355187
AFR,Hybrid Cloud Infra,SIEMENS ENERGY,Outsourced Services Direct Internal,001.2024,-8.83355187
AFR,Hybrid Cloud Infra,SIEMENS ENERGY,Contra-accounts,001.2024,-12.67071422
AFR,Hybrid Cloud Infra,SIEMENS ENERGY,OM,001.2024,0.311255921
AFR,Hybrid Cloud Infra,SIEMENS IT,Revenue Total,001.2024,3.277535461
AFR,Hybrid Cloud Infra,SIEMENS IT,Revenue External,001.2024,3.277535461
AFR,Hybrid Cloud Infra,SIEMENS IT,ER Sales of Service,001.2024,3.277535461
AFR,Hybrid Cloud Infra,SIEMENS IT,Personnel Costs,001.2024,-22.64897103
AFR,Hybrid Cloud Infra,SIEMENS IT,Personnel Expenses,001.2024,-1.44139081
AFR,Hybrid Cloud Infra,SIEMENS IT,Personnel Expenses Direct,001.2024,-1.44139081
AFR,Hybrid Cloud Infra,SIEMENS IT,Outsourced Services Direct,001.2024,-8.069415847
AFR,Hybrid Cloud Infra,SIEMENS IT,Outsourced Services Direct Internal,001.2024,-8.069415847
AFR,Hybrid Cloud Infra,SIEMENS IT,Contra-accounts,001.2024,-13.13816437
AFR,Hybrid Cloud Infra,SIEMENS IT,Non Personnel Costs,001.2024,20.04845127
AFR,Hybrid Cloud Infra,SIEMENS IT,Maintenance,001.2024,-0.231329048
AFR,Hybrid Cloud Infra,SIEMENS IT,Rent,001.2024,19.75925902
AFR,Hybrid Cloud Infra,SIEMENS IT,Other Lease,001.2024,0.520521307
AFR,Hybrid Cloud Infra,SIEMENS IT,Non-CH,001.2024,-15.17398404
AFR,Hybrid Cloud Infra,SIEMENS IT,Dep of fixed assets,001.2024,-15.17398404
AFR,Hybrid Cloud Infra,SIEMENS IT,OM,001.2024,-14.49696833
AFR,Hybrid Cloud Infra,SOCIETE GENERALE,Personnel Costs,001.2024,-0.26154835
AFR,Hybrid Cloud Infra,SOCIETE GENERALE,Contra-accounts,001.2024,-0.26154835
AFR,Hybrid Cloud Infra,SOCIETE GENERALE,OM,001.2024,-0.26154835
AFR,Hybrid Cloud Infra,WSP GLOBAL,Revenue Total,001.2024,3.145980758
AFR,Hybrid Cloud Infra,WSP GLOBAL,Revenue External,001.2024,3.145980758
AFR,Hybrid Cloud Infra,WSP GLOBAL,ER Sales of Service,001.2024,3.145980758
AFR,Hybrid Cloud Infra,WSP GLOBAL,Personnel Costs,001.2024,8.195687377
AFR,Hybrid Cloud Infra,WSP GLOBAL,Outsourced Services Direct,001.2024,15.08588915
AFR,Hybrid Cloud Infra,WSP GLOBAL,Outsourced Services Direct Internal,001.2024,-0.567078894
AFR,Hybrid Cloud Infra,WSP GLOBAL,Outsourced Services Direct External,001.2024,15.65296804
AFR,Hybrid Cloud Infra,WSP GLOBAL,Contra-accounts,001.2024,-6.890201773
AFR,Hybrid Cloud Infra,WSP GLOBAL,OM,001.2024,11.34166814
AFR,Hybrid Cloud Infra,Intergroup - MEA,Personnel Costs,001.2024,-2.5499754
AFR,Hybrid Cloud Infra,Intergroup - MEA,Contra-accounts,001.2024,-2.5499754
AFR,Hybrid Cloud Infra,Intergroup - MEA,OM,001.2024,-2.5499754
AFR,Hybrid Cloud Infra,Not assigned,Revenue Total,001.2024,0.37225289
AFR,Hybrid Cloud Infra,Not assigned,Revenue Internal,001.2024,0.37225289
AFR,Hybrid Cloud Infra,Not assigned,IR Sales of Service,001.2024,0.37225289
AFR,Hybrid Cloud Infra,Not assigned,Personnel Costs,001.2024,147.7067084
AFR,Hybrid Cloud Infra,Not assigned,Personnel Expenses,001.2024,-56.61611882
AFR,Hybrid Cloud Infra,Not assigned,Personnel Expenses Direct,001.2024,-56.61611882
AFR,Hybrid Cloud Infra,Not assigned,Subco Direct,001.2024,0.937098466
AFR,Hybrid Cloud Infra,Not assigned,Subco Direct Internal,001.2024,1.012023994
AFR,Hybrid Cloud Infra,Not assigned,Subco Direct External,001.2024,-0.074925528
AFR,Hybrid Cloud Infra,Not assigned,Outsourced Services Direct,001.2024,-2.09062578
AFR,Hybrid Cloud Infra,Not assigned,Outsourced Services Direct Internal,001.2024,-2.09062578
AFR,Hybrid Cloud Infra,Not assigned,Global Recharge Direct,001.2024,-1.3992
AFR,Hybrid Cloud Infra,Not assigned,Contra-accounts,001.2024,206.8755545
AFR,Hybrid Cloud Infra,Not assigned,Non Personnel Costs,001.2024,-2.386212787
AFR,Hybrid Cloud Infra,Not assigned,Rent,001.2024,-0.368177559
AFR,Hybrid Cloud Infra,Not assigned,Telecom costs,001.2024,-0.0218625
AFR,Hybrid Cloud Infra,Not assigned,Travel expenses,001.2024,-1.166318107
AFR,Hybrid Cloud Infra,Not assigned,Other insurance Premiums,001.2024,-0.56463253
AFR,Hybrid Cloud Infra,Not assigned,Professional fees,001.2024,-0.265222091
AFR,Hybrid Cloud Infra,Not assigned,Non-CH,001.2024,-0.97376976
AFR,Hybrid Cloud Infra,Not assigned,Dep of fixed assets,001.2024,-0.97376976
AFR,Hybrid Cloud Infra,Not assigned,OM,001.2024,144.7189787
AFR,Digital Broadcast Platfom,ADMINISTRATIVE CAPITAL FOR URBAN,Non Personnel Costs,001.2024,-0.671522953
AFR,Digital Broadcast Platfom,ADMINISTRATIVE CAPITAL FOR URBAN,Professional fees,001.2024,-0.671522953
AFR,Digital Broadcast Platfom,ADMINISTRATIVE CAPITAL FOR URBAN,OM,001.2024,-0.671522953
AFR,Digital Broadcast Platfom,CEN. BANK WEST AFRICAN STATES BCEAO,Revenue Total,001.2024,33.50232
AFR,Digital Broadcast Platfom,CEN. BANK WEST AFRICAN STATES BCEAO,Revenue External,001.2024,33.50232
AFR,Digital Broadcast Platfom,CEN. BANK WEST AFRICAN STATES BCEAO,ER Sales of Service,001.2024,33.50232
AFR,Digital Broadcast Platfom,CEN. BANK WEST AFRICAN STATES BCEAO,Personnel Costs,001.2024,-21.983798
AFR,Digital Broadcast Platfom,CEN. BANK WEST AFRICAN STATES BCEAO,Subco Direct,001.2024,-2.0672
AFR,Digital Broadcast Platfom,CEN. BANK WEST AFRICAN STATES BCEAO,Subco Direct External,001.2024,-2.0672
AFR,Digital Broadcast Platfom,CEN. BANK WEST AFRICAN STATES BCEAO,Contra-accounts,001.2024,-19.916598
AFR,Digital Broadcast Platfom,CEN. BANK WEST AFRICAN STATES BCEAO,OM,001.2024,11.518522
AFR,Digital Broadcast Platfom,CELL C,Revenue Total,001.2024,70.11157347
AFR,Digital Broadcast Platfom,CELL C,Revenue External,001.2024,70.11157347
AFR,Digital Broadcast Platfom,CELL C,ER Sales of Service,001.2024,70.11157347
AFR,Digital Broadcast Platfom,CELL C,Personnel Costs,001.2024,-65.57526882
AFR,Digital Broadcast Platfom,CELL C,Subco Direct,001.2024,-44.20574287
AFR,Digital Broadcast Platfom,CELL C,Subco Direct Internal,001.2024,-0.442370808
AFR,Digital Broadcast Platfom,CELL C,Subco Direct External,001.2024,-43.76337206
AFR,Digital Broadcast Platfom,CELL C,Outsourced Services Direct,001.2024,-20.1206449
AFR,Digital Broadcast Platfom,CELL C,Outsourced Services Direct External,001.2024,-20.1206449
AFR,Digital Broadcast Platfom,CELL C,Contra-accounts,001.2024,-1.24888104
AFR,Digital Broadcast Platfom,CELL C,OM,001.2024,4.536304654
AFR,Digital Broadcast Platfom,CLUSTER FS&I - OTHER FIN SERVICES,Revenue Total,001.2024,13.10128128
AFR,Digital Broadcast Platfom,CLUSTER FS&I - OTHER FIN SERVICES,Revenue External,001.2024,13.10128128
AFR,Digital Broadcast Platfom,CLUSTER FS&I - OTHER FIN SERVICES,ER Sales of Service,001.2024,13.10128128
AFR,Digital Broadcast Platfom,CLUSTER FS&I - OTHER FIN SERVICES,Personnel Costs,001.2024,-9.89811448
AFR,Digital Broadcast Platfom,CLUSTER FS&I - OTHER FIN SERVICES,Subco Direct,001.2024,8.13559
AFR,Digital Broadcast Platfom,CLUSTER FS&I - OTHER FIN SERVICES,Subco Direct External,001.2024,8.13559
AFR,Digital Broadcast Platfom,CLUSTER FS&I - OTHER FIN SERVICES,Contra-accounts,001.2024,-18.03370448
AFR,Digital Broadcast Platfom,CLUSTER FS&I - OTHER FIN SERVICES,OM,001.2024,3.2031668
AFR,Digital Broadcast Platfom,CLUSTER TMT - HIGH TECH&ENG. (TECH),Revenue Total,001.2024,14.58471312
AFR,Digital Broadcast Platfom,CLUSTER TMT - HIGH TECH&ENG. (TECH),Revenue External,001.2024,14.58471312
AFR,Digital Broadcast Platfom,CLUSTER TMT - HIGH TECH&ENG. (TECH),ER Sales of Service,001.2024,14.58471312
AFR,Digital Broadcast Platfom,CLUSTER TMT - HIGH TECH&ENG. (TECH),Personnel Costs,001.2024,-7.485990826
AFR,Digital Broadcast Platfom,CLUSTER TMT - HIGH TECH&ENG. (TECH),Subco Direct,001.2024,130.0612508
AFR,Digital Broadcast Platfom,CLUSTER TMT - HIGH TECH&ENG. (TECH),Subco Direct Internal,001.2024,-12.38196602
AFR,Digital Broadcast Platfom,CLUSTER TMT - HIGH TECH&ENG. (TECH),Subco Direct External,001.2024,142.4432168
AFR,Digital Broadcast Platfom,CLUSTER TMT - HIGH TECH&ENG. (TECH),Contra-accounts,001.2024,-137.5472416
AFR,Digital Broadcast Platfom,CLUSTER TMT - HIGH TECH&ENG. (TECH),OM,001.2024,7.098722294
AFR,Digital Broadcast Platfom,CLUSTER FS&I - RETAIL BANKING,Revenue Total,001.2024,205.7413625
AFR,Digital Broadcast Platfom,CLUSTER FS&I - RETAIL BANKING,Revenue External,001.2024,205.7413625
AFR,Digital Broadcast Platfom,CLUSTER FS&I - RETAIL BANKING,ER Sales of Service,001.2024,205.7413625
AFR,Digital Broadcast Platfom,CLUSTER FS&I - RETAIL BANKING,COGS,001.2024,-1.3234388
AFR,Digital Broadcast Platfom,CLUSTER FS&I - RETAIL BANKING,COGS - Purchase for reselling,001.2024,-1.3234388
AFR,Digital Broadcast Platfom,CLUSTER FS&I - RETAIL BANKING,Personnel Costs,001.2024,-111.8887561
AFR,Digital Broadcast Platfom,CLUSTER FS&I - RETAIL BANKING,Subco Direct,001.2024,-100.9132958
AFR,Digital Broadcast Platfom,CLUSTER FS&I - RETAIL BANKING,Subco Direct Internal,001.2024,4.43458
AFR,Digital Broadcast Platfom,CLUSTER FS&I - RETAIL BANKING,Subco Direct External,001.2024,-105.3478758
AFR,Digital Broadcast Platfom,CLUSTER FS&I - RETAIL BANKING,Contra-accounts,001.2024,-10.97546036
AFR,Digital Broadcast Platfom,CLUSTER FS&I - RETAIL BANKING,Non Personnel Costs,001.2024,-39.26870308
AFR,Digital Broadcast Platfom,CLUSTER FS&I - RETAIL BANKING,Other Lease,001.2024,-39.26870308
AFR,Digital Broadcast Platfom,CLUSTER FS&I - RETAIL BANKING,OM,001.2024,53.26046449
AFR,Digital Broadcast Platfom,CLUSTER PH - EXTRATERRITORIAL ORGA,Personnel Costs,001.2024,-6.38840496
AFR,Digital Broadcast Platfom,CLUSTER PH - EXTRATERRITORIAL ORGA,Personnel Expenses,001.2024,-3.68406808
AFR,Digital Broadcast Platfom,CLUSTER PH - EXTRATERRITORIAL ORGA,Personnel Expenses Direct,001.2024,-3.68406808
AFR,Digital Broadcast Platfom,CLUSTER PH - EXTRATERRITORIAL ORGA,Contra-accounts,001.2024,-2.70433688
AFR,Digital Broadcast Platfom,CLUSTER PH - EXTRATERRITORIAL ORGA,OM,001.2024,-6.38840496
AFR,Digital Broadcast Platfom,CLUSTER MANUF. - PROC. IND. (CMM),Revenue Total,001.2024,20.303362
AFR,Digital Broadcast Platfom,CLUSTER MANUF. - PROC. IND. (CMM),Revenue External,001.2024,20.303362
AFR,Digital Broadcast Platfom,CLUSTER MANUF. - PROC. IND. (CMM),ER Sales of Service,001.2024,20.303362
AFR,Digital Broadcast Platfom,CLUSTER MANUF. - PROC. IND. (CMM),Personnel Costs,001.2024,-34.8516
AFR,Digital Broadcast Platfom,CLUSTER MANUF. - PROC. IND. (CMM),Subco Direct,001.2024,-34.8516
AFR,Digital Broadcast Platfom,CLUSTER MANUF. - PROC. IND. (CMM),Subco Direct External,001.2024,-34.8516
AFR,Digital Broadcast Platfom,CLUSTER MANUF. - PROC. IND. (CMM),OM,001.2024,-14.548238
AFR,Digital Broadcast Platfom,CLUSTER TMT - HIGH TECH&ENG.,Revenue Total,001.2024,260.9023968
AFR,Digital Broadcast Platfom,CLUSTER TMT - HIGH TECH&ENG.,Revenue External,001.2024,260.9023968
AFR,Digital Broadcast Platfom,CLUSTER TMT - HIGH TECH&ENG.,ER Sales of Service,001.2024,260.9023968
AFR,Digital Broadcast Platfom,CLUSTER TMT - HIGH TECH&ENG.,Personnel Costs,001.2024,-195.4496426
AFR,Digital Broadcast Platfom,CLUSTER TMT - HIGH TECH&ENG.,Subco Direct,001.2024,-195.4496426
AFR,Digital Broadcast Platfom,CLUSTER TMT - HIGH TECH&ENG.,Subco Direct External,001.2024,-195.4496426
AFR,Digital Broadcast Platfom,CLUSTER TMT - HIGH TECH&ENG.,OM,001.2024,65.45275418
AFR,Digital Broadcast Platfom,CLUSTER MANUF. - SERVICES,Personnel Costs,001.2024,-2.403897408
AFR,Digital Broadcast Platfom,CLUSTER MANUF. - SERVICES,Subco Direct Internal,001.2024,-99.47108589
AFR,Digital Broadcast Platfom,CLUSTER MANUF. - SERVICES,Subco Direct External,001.2024,99.47108589
AFR,Digital Broadcast Platfom,CLUSTER MANUF. - SERVICES,Contra-accounts,001.2024,-2.403897408
AFR,Digital Broadcast Platfom,CLUSTER MANUF. - SERVICES,OM,001.2024,-2.403897408
AFR,Digital Broadcast Platfom,CLUSTER TMT - TELECOM,Revenue Total,001.2024,24.51622217
AFR,Digital Broadcast Platfom,CLUSTER TMT - TELECOM,Revenue External,001.2024,24.51622217
AFR,Digital Broadcast Platfom,CLUSTER TMT - TELECOM,ER Sales of Service,001.2024,24.51622217
AFR,Digital Broadcast Platfom,CLUSTER TMT - TELECOM,Personnel Costs,001.2024,-19.76338172
AFR,Digital Broadcast Platfom,CLUSTER TMT - TELECOM,Personnel Expenses,001.2024,-3.852750168
AFR,Digital Broadcast Platfom,CLUSTER TMT - TELECOM,Personnel Expenses Direct,001.2024,-3.852750168
AFR,Digital Broadcast Platfom,CLUSTER TMT - TELECOM,Subco Direct,001.2024,-14.09636156
AFR,Digital Broadcast Platfom,CLUSTER TMT - TELECOM,Subco Direct Internal,001.2024,-11.17239502
AFR,Digital Broadcast Platfom,CLUSTER TMT - TELECOM,Subco Direct External,001.2024,-2.92396654
AFR,Digital Broadcast Platfom,CLUSTER TMT - TELECOM,Contra-accounts,001.2024,-1.81427
AFR,Digital Broadcast Platfom,CLUSTER TMT - TELECOM,OM,001.2024,4.752840445
AFR,Digital Broadcast Platfom,CLUSTER FS&I - CORP&INVEST. BANKING,Revenue Total,001.2024,89.17792003
AFR,Digital Broadcast Platfom,CLUSTER FS&I - CORP&INVEST. BANKING,Revenue External,001.2024,89.17792003
AFR,Digital Broadcast Platfom,CLUSTER FS&I - CORP&INVEST. BANKING,ER Sales of Service,001.2024,89.17792003
AFR,Digital Broadcast Platfom,CLUSTER FS&I - CORP&INVEST. BANKING,COGS,001.2024,-75.78379
AFR,Digital Broadcast Platfom,CLUSTER FS&I - CORP&INVEST. BANKING,COGS - Purchase for reselling,001.2024,-75.78379
AFR,Digital Broadcast Platfom,CLUSTER FS&I - CORP&INVEST. BANKING,OM,001.2024,13.39413003
AFR,Digital Broadcast Platfom,CLUSTER R&S - RETAIL & HOSPITALITY,Revenue Total,001.2024,32.19168683
AFR,Digital Broadcast Platfom,CLUSTER R&S - RETAIL & HOSPITALITY,Revenue External,001.2024,32.19168683
AFR,Digital Broadcast Platfom,CLUSTER R&S - RETAIL & HOSPITALITY,ER Sales of Service,001.2024,32.19168683
AFR,Digital Broadcast Platfom,CLUSTER R&S - RETAIL & HOSPITALITY,Personnel Costs,001.2024,-28.51540021
AFR,Digital Broadcast Platfom,CLUSTER R&S - RETAIL & HOSPITALITY,Personnel Expenses,001.2024,-0.074134047
AFR,Digital Broadcast Platfom,CLUSTER R&S - RETAIL & HOSPITALITY,Personnel Expenses Direct,001.2024,-0.074134047
AFR,Digital Broadcast Platfom,CLUSTER R&S - RETAIL & HOSPITALITY,Contra-accounts,001.2024,-28.44126617
AFR,Digital Broadcast Platfom,CLUSTER R&S - RETAIL & HOSPITALITY,Non Personnel Costs,001.2024,-0.129414806
AFR,Digital Broadcast Platfom,CLUSTER R&S - RETAIL & HOSPITALITY,Travel expenses,001.2024,-0.129414806
AFR,Digital Broadcast Platfom,CLUSTER R&S - RETAIL & HOSPITALITY,OM,001.2024,3.546871813
AFR,Digital Broadcast Platfom,CLUSTER PS&D - DEFENSE,Revenue Total,001.2024,112.3070646
AFR,Digital Broadcast Platfom,CLUSTER PS&D - DEFENSE,Revenue External,001.2024,112.3070646
AFR,Digital Broadcast Platfom,CLUSTER PS&D - DEFENSE,ER Sales of Service,001.2024,40.01496826
AFR,Digital Broadcast Platfom,CLUSTER PS&D - DEFENSE,ER Value Added Resale,001.2024,72.29209631
AFR,Digital Broadcast Platfom,CLUSTER PS&D - DEFENSE,COGS,001.2024,-62.399656
AFR,Digital Broadcast Platfom,CLUSTER PS&D - DEFENSE,COGS - Purchase for reselling,001.2024,-62.399656
AFR,Digital Broadcast Platfom,CLUSTER PS&D - DEFENSE,Personnel Costs,001.2024,-14.52361018
AFR,Digital Broadcast Platfom,CLUSTER PS&D - DEFENSE,Contra-accounts,001.2024,-14.52361018
AFR,Digital Broadcast Platfom,CLUSTER PS&D - DEFENSE,Non Personnel Costs,001.2024,-17.25619368
AFR,Digital Broadcast Platfom,CLUSTER PS&D - DEFENSE,Taxes and Similar expenses,001.2024,-17.20827108
AFR,Digital Broadcast Platfom,CLUSTER PS&D - DEFENSE,Travel expenses,001.2024,0.3498
AFR,Digital Broadcast Platfom,CLUSTER PS&D - DEFENSE,Comm & Marketing costs,001.2024,-0.3977226
AFR,Digital Broadcast Platfom,CLUSTER PS&D - DEFENSE,OM,001.2024,18.12760471
AFR,Digital Broadcast Platfom,CLUSTER PS&D - PUBLIC ADM.,Revenue Total,001.2024,133.162616
AFR,Digital Broadcast Platfom,CLUSTER PS&D - PUBLIC ADM.,Revenue External,001.2024,133.162616
AFR,Digital Broadcast Platfom,CLUSTER PS&D - PUBLIC ADM.,ER Sales of Service,001.2024,18.834616
AFR,Digital Broadcast Platfom,CLUSTER PS&D - PUBLIC ADM.,ER Value Added Resale,001.2024,114.328
AFR,Digital Broadcast Platfom,CLUSTER PS&D - PUBLIC ADM.,COGS,001.2024,-15.064097
AFR,Digital Broadcast Platfom,CLUSTER PS&D - PUBLIC ADM.,COGS - Purchase for reselling,001.2024,-15.064097
AFR,Digital Broadcast Platfom,CLUSTER PS&D - PUBLIC ADM.,Personnel Costs,001.2024,-142.2615951
AFR,Digital Broadcast Platfom,CLUSTER PS&D - PUBLIC ADM.,Subco Direct,001.2024,-77.98515254
AFR,Digital Broadcast Platfom,CLUSTER PS&D - PUBLIC ADM.,Subco Direct External,001.2024,-77.98515254
AFR,Digital Broadcast Platfom,CLUSTER PS&D - PUBLIC ADM.,Contra-accounts,001.2024,-64.27644257
AFR,Digital Broadcast Platfom,CLUSTER PS&D - PUBLIC ADM.,Non Personnel Costs,001.2024,-9.8740668
AFR,Digital Broadcast Platfom,CLUSTER PS&D - PUBLIC ADM.,Maintenance,001.2024,-9.8740668
AFR,Digital Broadcast Platfom,CLUSTER PS&D - PUBLIC ADM.,OM,001.2024,-34.03714291
AFR,Digital Broadcast Platfom,CLUSTER R&S - UTILITIES,Personnel Costs,001.2024,18.52721843
AFR,Digital Broadcast Platfom,CLUSTER R&S - UTILITIES,Contra-accounts,001.2024,18.52721843
AFR,Digital Broadcast Platfom,CLUSTER R&S - UTILITIES,OM,001.2024,18.52721843
AFR,Digital Broadcast Platfom,CLUSTER R&S - ENERGY,Revenue Total,001.2024,530.099851
AFR,Digital Broadcast Platfom,CLUSTER R&S - ENERGY,Revenue External,001.2024,530.099851
AFR,Digital Broadcast Platfom,CLUSTER R&S - ENERGY,ER Sales of Service,001.2024,530.099851
AFR,Digital Broadcast Platfom,CLUSTER R&S - ENERGY,Personnel Costs,001.2024,-397.6039234
AFR,Digital Broadcast Platfom,CLUSTER R&S - ENERGY,Subco Direct,001.2024,-394.3503306
AFR,Digital Broadcast Platfom,CLUSTER R&S - ENERGY,Subco Direct External,001.2024,-394.3503306
AFR,Digital Broadcast Platfom,CLUSTER R&S - ENERGY,Contra-accounts,001.2024,-3.253592733
AFR,Digital Broadcast Platfom,CLUSTER R&S - ENERGY,OM,001.2024,132.4959277
AFR,Digital Broadcast Platfom,ETISALAT,Revenue Total,001.2024,439.6991751
AFR,Digital Broadcast Platfom,ETISALAT,Revenue External,001.2024,439.6991751
AFR,Digital Broadcast Platfom,ETISALAT,ER Sales of Service,001.2024,743.394971
AFR,Digital Broadcast Platfom,ETISALAT,ER Value Added Resale,001.2024,-303.6957959
AFR,Digital Broadcast Platfom,ETISALAT,Personnel Costs,001.2024,-249.5189607
AFR,Digital Broadcast Platfom,ETISALAT,Personnel Expenses,001.2024,-4.972098904
AFR,Digital Broadcast Platfom,ETISALAT,Personnel Expenses Direct,001.2024,-4.972098904
AFR,Digital Broadcast Platfom,ETISALAT,Subco Direct,001.2024,-145.7268824
AFR,Digital Broadcast Platfom,ETISALAT,Subco Direct External,001.2024,-145.7268824
AFR,Digital Broadcast Platfom,ETISALAT,Contra-accounts,001.2024,-98.81997936
AFR,Digital Broadcast Platfom,ETISALAT,Non Personnel Costs,001.2024,-129.2036125
AFR,Digital Broadcast Platfom,ETISALAT,Maintenance,001.2024,-129.1107487
AFR,Digital Broadcast Platfom,ETISALAT,Travel expenses,001.2024,-0.09286384
AFR,Digital Broadcast Platfom,ETISALAT,OM,001.2024,60.97660185
AFR,Digital Broadcast Platfom,ORANGE,Revenue Total,001.2024,437.6721381
AFR,Digital Broadcast Platfom,ORANGE,Revenue External,001.2024,437.6721381
AFR,Digital Broadcast Platfom,ORANGE,ER Sales of Service,001.2024,437.6721381
AFR,Digital Broadcast Platfom,ORANGE,COGS,001.2024,0.25550592
AFR,Digital Broadcast Platfom,ORANGE,COGS - Purchase for reselling,001.2024,0.25550592
AFR,Digital Broadcast Platfom,ORANGE,Personnel Costs,001.2024,-417.7474834
AFR,Digital Broadcast Platfom,ORANGE,Personnel Expenses,001.2024,-3.52450346
AFR,Digital Broadcast Platfom,ORANGE,Personnel Expenses Direct,001.2024,-3.52450346
AFR,Digital Broadcast Platfom,ORANGE,Subco Direct,001.2024,-199.9732222
AFR,Digital Broadcast Platfom,ORANGE,Subco Direct Internal,001.2024,-22.2528
AFR,Digital Broadcast Platfom,ORANGE,Subco Direct External,001.2024,-177.7204222
AFR,Digital Broadcast Platfom,ORANGE,Outsourced Services Direct,001.2024,-2.376
AFR,Digital Broadcast Platfom,ORANGE,Outsourced Services Direct External,001.2024,-2.376
AFR,Digital Broadcast Platfom,ORANGE,Contra-accounts,001.2024,-211.8737578
AFR,Digital Broadcast Platfom,ORANGE,Non Personnel Costs,001.2024,-4.772648
AFR,Digital Broadcast Platfom,ORANGE,Travel expenses,001.2024,-4.772648
AFR,Digital Broadcast Platfom,ORANGE,Non-CH,001.2024,-1.833331538
AFR,Digital Broadcast Platfom,ORANGE,Dep of fixed assets,001.2024,-1.833331538
AFR,Digital Broadcast Platfom,ORANGE,OM,001.2024,13.57418112
AFR,Digital Broadcast Platfom,GS2E SERVICES EAU ELECTRICITE,Personnel Costs,001.2024,-10.43514048
AFR,Digital Broadcast Platfom,GS2E SERVICES EAU ELECTRICITE,Contra-accounts,001.2024,-10.43514048
AFR,Digital Broadcast Platfom,GS2E SERVICES EAU ELECTRICITE,OM,001.2024,-10.43514048
AFR,Digital Broadcast Platfom,INWI,Revenue Total,001.2024,23.05
AFR,Digital Broadcast Platfom,INWI,Revenue External,001.2024,23.05
AFR,Digital Broadcast Platfom,INWI,ER Sales of Service,001.2024,23.05
AFR,Digital Broadcast Platfom,INWI,Personnel Costs,001.2024,231.0768069
AFR,Digital Broadcast Platfom,INWI,Personnel Expenses,001.2024,-2.14267268
AFR,Digital Broadcast Platfom,INWI,Personnel Expenses Direct,001.2024,-2.14267268
AFR,Digital Broadcast Platfom,INWI,Subco Direct,001.2024,264.788151
AFR,Digital Broadcast Platfom,INWI,Subco Direct External,001.2024,264.788151
AFR,Digital Broadcast Platfom,INWI,Contra-accounts,001.2024,-31.56867148
